"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-13","2.0",",,S","18.8","H,,S","25.9",",,S","13.2",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-14","0.3",",,S","20.6","H,,S","27.0",",,S","14.3",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-15","0.0",",,S","19.6","H,,S","27.1",",,S","14.3",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-16","4.1",",,S","19.2","H,,S","27.1",",,S","14.3",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-17","0.0",",,S","18.7","H,,S","26.2",",,S","13.9",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-18","14.0",",,S","19.5","H,,S","29.5",",,S","13.1",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-19","1.0",",,S","20.9","H,,S","29.5",",,S","14.9",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-20","0.0",",,S","22.3","H,,S","28.1",",,S","16.9",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-21","0.3",",,S","20.7","H,,S","28.9",",,S","15.2",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-22","0.5",",,S","18.9","H,,S","28.9",",,S","16.0",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-23","0.3",",,S","20.0","H,,S","26.3",",,S","16.2",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-24","0.0",",,S","19.5","H,,S","26.3",",,S","15.9",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-25","14.0",",,S","20.8","H,,S","29.2",",,S","14.6",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-26","0.0",",,S","16.1","H,,S","29.2",",,S","13.0",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-27","0.8",",,S","13.3","H,,S","21.0",",,S","10.2",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-28","0.0",",,S","17.3","H,,S","26.2",",,S","8.6",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-29",,,"16.3","H,,S","26.4",",,S","11.9",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-30","2.0",",,S","13.2","H,,S","26.4",",,S","11.1",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-03-31","0.5",",,S","15.4","H,,S","21.5",",,S","11.1",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-04-01","0.5",",,S","18.8","H,,S","23.6",",,S","15.1",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-04-02","0.0",",,S","19.2","H,,S","28.1",",,S","13.8",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-04-03",,,"19.3","H,,S","28.5",",,S","12.9",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-04-04",,,"15.4","H,,S","28.5",",,S","10.9",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-04-05",,,"15.4","H,,S","22.0",",,S","8.4",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-04-06",,,"15.3","H,,S","23.6",",,S","6.9",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-04-07",,,"18.1","H,,S","27.6",",,S","8.3",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-04-08",,,"18.4","H,,S","27.6",",,S","14.0",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-04-09","4.1",",,S","19.4","H,,S","26.1",",,S","14.1",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-04-10","0.5",",,S","15.3","H,,S","26.1",",,S","12.4",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-04-11","4.1",",,S","14.1","H,,S","21.6",",,S","10.1",",,S"
"SF002394820","CEDARA, SF","-29.533","30.283","1071.0","2023-04-12","0.0",",,S","15.6","H,,S","23.3",",,S","8.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-01",,,"18.7","H,,S","27.0",",,S","8.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-02",,,"23.2","H,,S","29.5",",,S","14.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-03",,,"14.8","H,,S","29.5",",,S","11.0",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-04",,,"10.7","H,,S","21.0",",,S","5.5",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-05",,,"12.8","H,,S","21.0",",,S","6.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-06","4.1",",,S","14.6","H,,S","19.6",",,S","10.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-07","0.0",",,S","12.5","H,,S","22.7",",,S","6.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-08",,,"12.1","H,,S","24.4",",,S","3.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-09",,,"22.8","H,,S","28.7",",,S","8.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-10",,,"15.2","H,,S","28.7",",,S","10.2",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-11","3.0",",,S","12.1","H,,S","19.1",",,S","6.5",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-12","0.0",",,S","10.7","H,,S","19.9",",,S","3.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-13",,,"9.3","H,,S","22.9",",,S","3.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-14",,,"12.9","H,,S","22.9",",,S","6.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-15",,,"11.4","H,,S","21.2",",,S","4.2",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-16",,,"15.1","H,,S","28.3",",,S","4.5",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-17",,,"23.1","H,,S","29.7",",,S","11.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-18",,,"18.9","H,,S","29.7",",,S","10.5",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-19",,,"15.6","H,,S","28.1",",,S","11.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-20","10.9",",,S","12.4","H,,S","21.6",",,S","10.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-21","0.0",",,S","11.8","H,,S","20.2",",,S","6.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-22",,,"12.6","H,,S","27.3",",,S","3.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-23",,,"12.1","H,,S","27.3",",,S","5.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-24","0.5",",,S","12.8","H,,S","17.7",",,S","9.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-07-25","0.0",",,S","10.5","H,,S","17.4",",,S","6.5",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-04","1.0",",,S","12.7","H,,S","25.3",",,S","7.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-05","0.3",",,S","13.1","H,,S","24.2",",,S","5.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-06","0.0",",,S","12.8","H,,S","24.2",",,S","5.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-07","2.0",",,S","14.5","H,,S","20.6",",,S","12.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-08","5.1",",,S","15.1","H,,S","19.3",",,S","11.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-09","0.0",",,S","15.2","H,,S","26.7",",,S","8.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-10","0.3",",,S","13.1","H,,S","26.7",",,S","8.3",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-11","0.0",",,S","12.7","H,,S","22.0",",,S","5.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-12",,,"13.1","H,,S","22.0",",,S","8.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-13","2.0",",,S","9.6","H,,S","18.1",",,S","4.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-14","0.5",",,S","9.7","H,,S","17.4",",,S","3.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-15","1.0",",,S","11.3","H,,S","18.8",",,S","4.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-16","0.0",",,S","12.2","H,,S","26.4",",,S","2.3",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-17",,,"13.1","H,,S","26.4",",,S","1.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-18",,,"12.8","H,,S","24.9",",,S","7.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-19",,,"13.2","H,,S","18.6",",,S","8.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-20","0.5",",,S","10.3","H,,S","18.3",",,S","8.3",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-21","3.0",",,S","11.1","H,,S","20.1",",,S","3.5",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-22","0.3",",,S","10.8","H,,S","20.1",",,S","2.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-23","0.0",",,S","12.4","H,,S","27.2",",,S","4.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-24",,,"26.6","H,,S","34.3",",,S","10.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-27",,,"15.3","H,,S",,,"10.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-28",,,"12.4","H,,S","21.4",",,S","3.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-29",,,"12.4","H,,S","21.1",",,S","8.3",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-30",,,"9.6","H,,S","20.0",",,S","4.5",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-08-31",,,"9.9","H,,S","19.4",",,S","0.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-01",,,"16.9","H,,S","30.5",",,S","3.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-06",,,"14.9","H,,S","21.6",",,S","6.2",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-07",,,"14.6","H,,S","25.0",",,S","6.0",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-08",,,"15.0","H,,S","25.4",",,S","4.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-14",,,"17.0","H,,S","32.8",",,S","5.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-15",,,"17.3","H,,S","32.8",",,S","8.0",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-16",,,"17.1","H,,S","29.0",",,S","11.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-17",,,"17.3","H,,S","26.5",",,S","13.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-18",,,"14.3","H,,S","22.8",",,S","12.0",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-19","2.0",",,S","12.5","H,,S","17.4",",,S","11.3",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-20","2.0",",,S","14.0","H,,S","20.8",",,S","9.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-21","0.0",",,S","15.0","H,,S","24.9",",,S","6.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-22",,,"19.1","H,,S","32.4",",,S","6.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-23",,,"16.3","H,,S","19.6",",,S","12.5",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-24",,,"17.7","H,,S","26.0",",,S","13.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-25",,,"16.6","H,,S","26.0",",,S","13.2",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-26",,,"16.8","H,,S","20.4",",,S","12.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-09-27","5.1",",,S","16.3","H,,S","20.1",",,S","14.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-10-02",,,"23.2","H,,S","31.3",",,S","14.3",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-10-04",,,"17.7","H,,S","24.5",",,S","10.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-10-05",,,"20.6","H,,S",,,"16.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-10-06",,,"20.0","H,,S","24.5",",,S","16.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-10-07",,,"19.2","H,,S","23.8",",,S","13.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-10-08",,,"23.9","H,,S","34.0",",,S","9.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-10-09",,,"21.2","H,,S","24.3",",,S","12.5",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-10-10",,,"22.1","H,,S","27.7",",,S",,
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-10-12",,,"21.0","H,,S",,,"19.0",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-10-13",,,"21.8","H,,S","30.3",",,S","17.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-10-14",,,"18.9","H,,S","30.3",",,S","15.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-10-15","10.9",",,S","15.3","H,,S","24.4",",,S","14.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-10-16","3.0",",,S","18.7","H,,S","22.7",",,S","14.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-10-18",,,"21.8","H,,S",,,"17.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-10-20",,,"20.7","H,,S","26.8",",,S","16.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-08","0.3",",,S","19.2","H,,S","27.6",",,S","15.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-09","0.0",",,S","17.7","H,,S","27.6",",,S","14.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-10","0.5",",,S","15.8","H,,S","25.6",",,S","13.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-11","0.0",",,S","20.6","H,,S","28.6",",,S","14.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-12",,,"20.9","H,,S","30.5",",,S","14.2",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-13",,,"20.0","H,,S","30.5",",,S","13.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-14",,,"18.8","H,,S","29.7",",,S","7.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-15",,,"22.1","H,,S","36.6",",,S","12.0",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-16",,,"19.9","H,,S","36.6",",,S","12.0",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-17",,,"18.5","H,,S","26.9",",,S","13.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-18","1.0",",,S","18.5","H,,S","24.6",",,S","15.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-20","0.0",",,S","23.5","H,,S","26.4",",,S","20.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-21",,,"22.4","H,,S","29.1",",,S","18.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-22",,,"21.8","H,,S","28.0",",,S","19.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-23",,,"24.3","H,,S","40.4",",,S","15.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-24",,,"19.0","H,,S",,,"13.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-25",,,"17.2","H,,S","25.0",",,S","12.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-26",,,"17.4","H,,S","23.9",",,S","9.3",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-27",,,"18.6","H,,S","22.4",",,S","15.2",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-28",,,"20.8","H,,S","31.3",",,S","15.2",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-29",,,"25.1","H,,S","40.8",",,S","12.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-11-30",,,"24.2","H,,S","40.8",",,S","17.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-01",,,"21.8","H,,S","35.8",",,S","16.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-02",,,"19.4","H,,S","30.5",",,S","13.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-03",,,"18.6","H,,S","28.9",",,S","13.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-04",,,"17.0","H,,S","24.1",",,S","15.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-05","16.0",",,S","16.2","H,,S","26.1",",,S","13.3",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-06","5.1",",,S","18.6","H,,S","27.5",",,S","12.5",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-07","0.0",",,S","21.8","H,,S","33.9",",,S","9.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-08",,,"22.7","H,,S","33.9",",,S","19.3",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-09",,,"28.1","H,,S","41.9",",,S","19.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-10","0.5",",,S","23.9","H,,S",,,"18.3",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-11","13.0",",,S","22.0","H,,S","32.0",",,S","20.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-12","0.0",",,S","24.7","H,,S","33.9",",,S","18.3",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-13","0.3",",,S","24.6","H,,S","36.4",",,S","17.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-14","26.9",",,S","21.5","H,,S","36.4",",,S","17.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-15","0.3",",,S","22.4","H,,S","29.7",",,S","15.2",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-16","0.0",",,S","24.5","H,,S","32.4",",,S","19.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-17",,,"20.2","H,,S","21.9",",,S",,
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-18",,,"19.6","H,,S","23.5",",,S","15.5",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-19",,,"20.2","H,,S","25.5",",,S","15.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-20",,,"18.3","H,,S","25.5",",,S","13.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-21","0.5",",,S","17.9","H,,S","25.2",",,S","13.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-22","0.0",",,S","25.8","H,,S",,,"11.3",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-23","0.3",",,S","20.4","H,,S",,,"16.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-24","4.1",",,S","19.3","H,,S","26.2",",,S","15.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-25","0.0",",,S","17.7","H,,S","25.0",",,S","10.5",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2022-12-26",,,"18.3","H,,S","28.6",",,S","8.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-09",,,"27.8","H,,S","33.2",",,S","14.2",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-10",,,"25.3","H,,S","33.2",",,S","17.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-11",,,"25.1","H,,S","33.2",",,S","19.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-12",,,"23.7","H,,S","32.6",",,S","22.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-13",,,"23.7","H,,S","29.2",",,S","19.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-14",,,"22.2","H,,S","29.2",",,S","19.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-15",,,"21.9","H,,S","26.4",",,S","19.3",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-16",,,"23.3","H,,S","31.9",",,S",,
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-17","1.0",",,S","24.8","H,,S","31.9",",,S","20.3",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-18","1.0",",,S","27.3","H,,S","40.0",",,S","20.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-19","1.0",",,S","24.4","H,,S","40.0",",,S","20.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-20","0.3",",,S","23.5","H,,S","30.7",",,S","20.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-21","0.0",",,S","25.1","H,,S","31.6",",,S","22.2",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-22",,,"23.2","H,,S","31.6",",,S","20.4",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-23",,,"27.1","H,,S","39.2",",,S","20.2",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-24","1.0",",,S","20.9","H,,S",,,"14.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-25","0.3",",,S","20.3","H,,S","30.3",",,S","14.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-26","0.0",",,S","23.2","H,,S","32.7",",,S","15.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-27",,,"23.9","H,,S","33.3",",,S","13.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-28",,,"20.8","H,,S","33.3",",,S","15.2",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-29","7.1",",,S","17.8","H,,S","30.4",",,S","14.2",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-30","0.0",",,S","19.8","H,,S","28.0",",,S","13.0",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-01-31",,,"23.6","H,,S","29.0",",,S","16.5",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-02-01",,,"23.6","H,,S","35.6",",,S","17.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-02-02",,,"21.7","H,,S","35.6",",,S","13.6",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-02-03",,,"22.1","H,,S","31.5",",,S","18.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-02-04",,,"24.2","H,,S","34.7",",,S","15.3",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-02-05",,,"28.1","H,,S","35.5",",,S","19.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-02-06",,,"25.7","H,,S","35.5",",,S","22.8",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-02-07","4.1",",,S","23.0","H,,S","29.4",",,S","20.0",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-02-08","0.0",",,S","20.1","H,,S","29.4",",,S","17.7",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-02-09",,,"21.8","H,,S","28.4",",,S","18.0",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-02-10",,,"21.1","H,,S","28.4",",,S","15.3",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-02-11",,,"23.4","H,,S","29.9",",,S","17.2",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-02-12",,,"24.6","H,,S","29.7",",,S","20.9",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-02-13",,,"24.6","H,,S","30.3",",,S","17.1",",,S"
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-02-14",,,"24.2","H,,S","31.8",",,S",,
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-02-15","0.3",",,S","22.7","H,,S","27.5",",,S",,
"SF000347620","UITENHAGE, SF","-33.7","25.433","157.0","2023-02-16","0.0",",,S","20.4","H,,S","24.9",",,S","18.0",",,S"
